Gene	sgRNA	E0_Low|beta	E0_Low|z	E0_Low|p-value	E0_Low|fdr	E0_Low|wald-p-value	E0_Low|wald-fdr	E0_High|beta	E0_High|z	E0_High|p-value	E0_High|fdr	E0_High|wald-p-value	E0_High|wald-fdr	E50_Low|beta	E50_Low|z	E50_Low|p-value	E50_Low|fdr	E50_Low|wald-p-value	E50_Low|wald-fdr	E50_High|beta	E50_High|z	E50_High|p-value	E50_High|fdr	E50_High|wald-p-value	E50_High|wald-fdr	E100_Low|beta	E100_Low|z	E100_Low|p-value	E100_Low|fdr	E100_Low|wald-p-value	E100_Low|wald-fdr	E100_High|beta	E100_High|z	E100_High|p-value	E100_High|fdr	E100_High|wald-p-value	E100_High|wald-fdr	EC100_Low|beta	EC100_Low|z	EC100_Low|p-value	EC100_Low|fdr	EC100_Low|wald-p-value	EC100_Low|wald-fdr	EC100_High|beta	EC100_High|z	EC100_High|p-value	EC100_High|fdr	EC100_High|wald-p-value	EC100_High|wald-fdr
HSF4_P1P2	5	0.18416	0.74661	0.32255	0.77172	0.4553	0.99959	-0.0086238	-0.034912	0.95062	0.98954	0.97215	0.99985	0.27404	1.11	0.25874	0.74111	0.26701	0.79201	-0.077833	-0.31155	0.54866	0.87558	0.75538	0.99956	0.076477	0.30974	0.56165	0.85872	0.75676	0.99993	0.091322	0.37046	0.4834	0.84248	0.71104	1	-0.076085	-0.30711	0.55703	0.87212	0.75876	1	-0.075873	-0.30695	0.59111	0.88443	0.75888	0.9992
MYT1_P1P2	5	0.38814	1.4165	0.024545	0.20531	0.15663	0.99092	0.11222	0.409	0.46982	0.83736	0.68254	0.99985	0.38453	1.4019	0.097603	0.48918	0.16095	0.67367	0.2965	1.0749	0.053133	0.368	0.2824	0.99956	-0.21797	-0.79257	0.15247	0.55462	0.42803	0.99993	0.17351	0.63306	0.2004	0.59862	0.52669	1	0.10847	0.39478	0.42622	0.79462	0.693	1	0.1419	0.51726	0.32515	0.74619	0.60497	0.9992
CREB1_P1P2	5	-0.04969	-0.32103	0.65781	0.92335	0.74819	0.99959	0.28129	1.8182	0.085475	0.41632	0.069036	0.99985	-0.18067	-1.1665	0.32746	0.79867	0.24342	0.76637	0.26573	1.7146	0.077967	0.42925	0.086422	0.99956	-0.18489	-1.1942	0.21773	0.62833	0.23239	0.99993	0.26043	1.6835	0.069015	0.34789	0.09228	1	-0.041085	-0.26534	0.73664	0.93757	0.79075	1	0.32775	2.1185	0.019925	0.16667	0.034131	0.9992
NFATC1_P1	5	0.47933	1.2388	0.0069304	0.086022	0.21541	0.99092	0.26028	0.67242	0.10944	0.47733	0.50131	0.99985	0.30187	0.7795	0.20993	0.69129	0.43568	0.89079	0.16318	0.41992	0.28588	0.72182	0.67454	0.99956	-0.0083062	-0.021441	0.99278	0.99971	0.98289	0.99993	0.66885	1.7296	0.0017326	0.024194	0.083709	1	0.19867	0.51287	0.16055	0.57202	0.60805	1	0.40536	1.0475	0.0028877	0.035714	0.29486	0.9992
TET3_ENST00000409262.3	5	-0.33146	-1.6583	0.044759	0.31062	0.097253	0.99092	0.027924	0.14047	0.86428	0.97921	0.88829	0.99985	-0.090412	-0.45263	0.56627	0.90871	0.65082	0.94705	-0.21667	-1.0688	0.12706	0.53659	0.28517	0.99956	-0.11653	-0.58478	0.44095	0.80459	0.55869	0.99993	-0.10605	-0.53353	0.44614	0.81207	0.59367	1	-0.12335	-0.61723	0.35663	0.73908	0.53709	1	-0.042446	-0.21332	0.75888	0.94464	0.83108	0.9992
CREB5_ENST00000396300.2	5	0.034512	0.19394	0.94282	0.98761	0.84622	0.99959	-0.3219	-1.8069	0.030898	0.24045	0.070775	0.99985	-0.5772	-3.2328	0.008663	0.12552	0.0012257	0.086622	-0.4607	-2.5713	0.0028877	0.052356	0.010132	0.99956	-0.31172	-1.7496	0.047069	0.32213	0.080187	0.99993	-0.21739	-1.2213	0.10973	0.44354	0.22196	1	-0.068603	-0.38513	0.59573	0.88884	0.70014	1	-0.056447	-0.31714	0.68033	0.91424	0.75114	0.9992
TNKS_P1P2	5	0.12426	0.53382	0.53451	0.88341	0.59347	0.99959	-0.041058	-0.1763	0.78371	0.97033	0.86006	0.99985	0.12253	0.52602	0.67427	0.94911	0.59887	0.93462	-0.0087618	-0.037588	0.90702	0.98723	0.97002	0.99956	-0.037096	-0.15927	0.83454	0.96208	0.87346	0.99993	0.11921	0.51246	0.37395	0.7582	0.60833	1	0.16194	0.69531	0.24228	0.65456	0.48686	1	0.070655	0.3035	0.61998	0.89347	0.76151	0.9992
COMMD6_P2	5	-0.21797	-1.4935	0.16344	0.5902	0.1353	0.99092	-0.15571	-1.067	0.28184	0.71397	0.28597	0.99985	0.058161	0.39856	0.90124	0.98836	0.69022	0.95807	-0.2554	-1.7467	0.073924	0.41789	0.080698	0.99956	-0.22433	-1.5371	0.14178	0.53544	0.12428	0.99993	-0.14701	-1.0075	0.2801	0.67549	0.31367	1	-0.36313	-2.4868	0.012995	0.11509	0.012889	1	-0.18822	-1.2897	0.19261	0.59982	0.19714	0.9992
TCEAL3_P1P2	5	-0.079994	-0.18003	0.52989	0.88207	0.85713	0.99959	-0.13131	-0.29537	0.36385	0.78067	0.76771	0.99985	0.32048	0.72406	0.18366	0.66769	0.46903	0.90087	0.093883	0.20809	0.54923	0.87609	0.83516	0.99956	0.28705	0.65044	0.045048	0.31452	0.51541	0.99993	-0.058194	-0.13145	0.68929	0.93352	0.89542	1	0.44948	1.018	0.0017326	0.021053	0.30869	1	-0.00039275	-0.00088564	0.98758	0.99971	0.99929	0.99958
TNNI2_P2	5	-0.17622	-0.88495	0.23679	0.6885	0.37618	0.99959	-0.2096	-1.0525	0.14583	0.54654	0.29257	0.99985	-0.12287	-0.61565	0.46982	0.87932	0.53813	0.91891	-0.054458	-0.26977	0.65637	0.91506	0.78734	0.99956	-0.34302	-1.7179	0.030032	0.24471	0.085806	0.99993	-0.26546	-1.3346	0.052267	0.30993	0.182	1	-0.039499	-0.19818	0.74242	0.94004	0.84291	1	0.09484	0.47812	0.50621	0.84837	0.63257	0.9992
NCBP1_P1P2	5	-0.14811	-0.67187	0.30321	0.75161	0.50166	0.99959	-0.31369	-1.4202	0.033497	0.25217	0.15556	0.99985	0.17858	0.81157	0.49062	0.88652	0.41704	0.88443	-0.29827	-1.3332	0.041582	0.32653	0.18245	0.99956	0.39685	1.813	0.008663	0.1087	0.069834	0.99993	-0.29929	-1.358	0.027722	0.21968	0.17445	1	0.0092671	0.042014	0.96881	0.99261	0.96649	1	-0.27304	-1.2368	0.061796	0.34181	0.21617	0.9992
AGO1_P1P2	5	0.025461	0.13104	0.98845	0.99622	0.89575	0.99959	0.19246	0.99091	0.22582	0.65417	0.32173	0.99985	0.072665	0.37384	0.8484	0.98827	0.70853	0.96307	0.16878	0.86645	0.27202	0.71041	0.38624	0.99956	-0.14292	-0.73523	0.3367	0.74457	0.4622	0.99993	0.054955	0.28295	0.66388	0.9253	0.77722	1	-0.020582	-0.10586	0.85793	0.98085	0.9157	1	0.24945	1.2845	0.077967	0.37868	0.19898	0.9992
GATA2_P2	5	-0.0068191	-0.036521	0.85071	0.97132	0.97087	0.99959	0.16034	0.85899	0.31273	0.74896	0.39035	0.99985	-0.067897	-0.36342	0.63615	0.9315	0.71629	0.96362	-0.06572	-0.35095	0.60526	0.89496	0.72563	0.99956	-0.13864	-0.74231	0.35547	0.75475	0.4579	0.99993	0.087162	0.46701	0.5065	0.85917	0.64049	1	0.086766	0.46459	0.53249	0.85444	0.64223	1	-0.072436	-0.38791	0.60295	0.88546	0.69809	0.9992
ZBTB42_P1P2	5	-0.0043782	-0.024576	0.86168	0.97199	0.98039	0.99959	0.095885	0.53851	0.53595	0.87136	0.59023	0.99985	0.29156	1.6373	0.22726	0.70583	0.10157	0.56948	-0.04828	-0.26945	0.68929	0.93388	0.78759	0.99956	0.17008	0.95531	0.21109	0.62793	0.33942	0.99993	0.016604	0.093271	0.88247	0.97701	0.92569	1	0.07861	0.44104	0.57234	0.87719	0.65918	1	-0.12467	-0.69954	0.39041	0.79697	0.48422	0.9992
ZNF324_P1P2	5	0.1757	0.95583	0.34594	0.78816	0.33916	0.99959	-0.036095	-0.19626	0.81346	0.97532	0.8444	0.99985	-0.20448	-1.1103	0.27548	0.7533	0.26688	0.79201	-0.14636	-0.79202	0.28386	0.72088	0.42835	0.99956	-0.18743	-1.0185	0.21195	0.62793	0.30842	0.99993	-0.27865	-1.5147	0.042449	0.27528	0.12985	1	-0.10903	-0.59224	0.41236	0.78161	0.55369	1	-0.10022	-0.54483	0.47878	0.83577	0.58587	0.9992
ZNF24_P1P2	5	0.31047	1.2984	0.077678	0.43248	0.19415	0.99092	0.30786	1.2879	0.066128	0.37785	0.19779	0.99985	0.10561	0.43926	0.72827	0.96444	0.66048	0.9488	-0.039397	-0.162	0.73953	0.94922	0.87131	0.99956	0.18531	0.7736	0.1799	0.59751	0.43917	0.99993	0.013326	0.055637	0.90326	0.98211	0.95563	1	0.24504	1.0211	0.081721	0.40371	0.30719	1	0.22074	0.92231	0.11695	0.46583	0.35637	0.9992
ZNF112_P1P2	5	-0.061085	-0.48486	0.61305	0.90948	0.62778	0.99959	-0.10579	-0.83963	0.45885	0.8315	0.40111	0.99985	-0.27822	-2.2036	0.15767	0.62329	0.02755	0.36733	-0.15398	-1.2139	0.26047	0.69569	0.22477	0.99956	0.020778	0.16497	0.84638	0.96861	0.86897	0.99993	-0.0055287	-0.043917	0.98065	0.99738	0.96497	1	-0.048932	-0.38807	0.69275	0.92819	0.69797	1	-0.2039	-1.6176	0.1594	0.53696	0.10574	0.9992
ZNF280D_P1P2	5	-0.1442	-0.78134	0.31331	0.76137	0.4346	0.99959	-0.19098	-1.0348	0.18799	0.61864	0.30078	0.99985	0.2467	1.3376	0.31793	0.79038	0.18103	0.69968	-0.20722	-1.1175	0.1415	0.55809	0.2638	0.99956	-0.29766	-1.6119	0.056598	0.35	0.10699	0.99993	-0.057818	-0.31354	0.69217	0.93367	0.75387	1	-0.08561	-0.46364	0.50765	0.8401	0.64291	1	-0.11405	-0.61812	0.4268	0.80952	0.5365	0.9992
ZNF282_P1P2	5	-0.10091	-0.60488	0.45394	0.84951	0.54526	0.99959	-0.24633	-1.4745	0.093849	0.43624	0.14035	0.99985	0.11523	0.69079	0.69997	0.95886	0.4897	0.90881	0.023973	0.14222	0.91712	0.98723	0.88691	0.99956	0.11233	0.67467	0.41034	0.78956	0.49989	0.99993	0.11272	0.67807	0.39792	0.77367	0.49773	1	-0.071984	-0.43062	0.57927	0.87795	0.66674	1	-0.05298	-0.31779	0.70026	0.92522	0.75064	0.9992
ZNF713_P1P2	5	0.055486	0.14796	0.83829	0.96963	0.88237	0.99959	-0.1595	-0.42449	0.27173	0.70194	0.67121	0.99985	0.11672	0.31079	0.69391	0.95509	0.75596	0.97136	-0.25026	-0.65936	0.079411	0.43103	0.50966	0.99956	-0.41807	-1.1093	0.0060641	0.085366	0.2673	0.99993	-0.15287	-0.40747	0.2596	0.66347	0.68366	1	-0.15401	-0.40895	0.25007	0.65706	0.68258	1	-0.11595	-0.30872	0.42102	0.80865	0.75754	0.9992
ZNF469_ENST00000437464.1	5	0.094855	0.56501	0.65983	0.92335	0.57207	0.99959	-0.08496	-0.50505	0.55761	0.88214	0.61353	0.99985	-0.11266	-0.66738	0.49639	0.88866	0.50453	0.91763	-0.22557	-1.3215	0.11146	0.5	0.18632	0.99956	-0.2901	-1.7189	0.059486	0.35567	0.085636	0.99993	-0.047685	-0.28413	0.74675	0.95428	0.77631	1	-0.085968	-0.50947	0.50707	0.8401	0.61042	1	-0.15555	-0.92377	0.28328	0.71087	0.35561	0.9992
ZNF570_P1	5	-0.24352	-1.5636	0.12677	0.53083	0.11791	0.99092	-0.14001	-0.89907	0.33237	0.75406	0.36862	0.99985	-0.086014	-0.55227	0.57811	0.91583	0.58076	0.9289	-0.2951	-1.8925	0.043893	0.33333	0.058429	0.99956	-0.018339	-0.11778	0.93849	0.98824	0.90624	0.99993	-0.12887	-0.82768	0.34941	0.73736	0.40785	1	0.15917	1.0222	0.24949	0.65703	0.30669	1	0.06643	0.42666	0.64482	0.90161	0.66963	0.9992
ZNF485_P1P2	5	-0.10237	-0.54788	0.44961	0.84758	0.58378	0.99959	-0.20436	-1.0932	0.15853	0.56517	0.27432	0.99985	0.12438	0.66584	0.66907	0.94911	0.50551	0.91763	-0.13167	-0.6989	0.33612	0.7624	0.48461	0.99956	-0.29768	-1.5908	0.056598	0.35	0.11166	0.99993	-0.065864	-0.35298	0.64453	0.91928	0.7241	1	-0.31987	-1.7062	0.02801	0.20594	0.087962	1	-0.32437	-1.7334	0.029454	0.21702	0.083019	0.9992
TCF20_P1P2	5	0.0041679	0.0092977	0.905	0.97663	0.99258	0.99959	0.06643	0.14836	0.67774	0.93038	0.88206	0.99985	0.098069	0.21846	0.75744	0.97368	0.82707	0.98312	-0.11538	-0.25382	0.3933	0.8059	0.79964	0.99956	-0.077487	-0.17265	0.62778	0.89025	0.86293	0.99993	-0.12745	-0.28445	0.35432	0.74184	0.77606	1	-0.059562	-0.1324	0.64222	0.9141	0.89466	1	-0.18072	-0.40227	0.21051	0.62148	0.68748	0.9992
ZNF253_P1P2	5	-0.36632	-1.7962	0.028877	0.23095	0.072464	0.99092	0.016171	0.079545	0.92434	0.98954	0.9366	0.99985	-0.030552	-0.14999	0.77072	0.97414	0.88078	0.99018	0.035335	0.17239	0.85129	0.97688	0.86313	0.99956	-0.0079817	-0.039246	0.99451	1	0.96869	0.99993	0.15705	0.7738	0.24718	0.6537	0.43905	1	-0.11572	-0.56769	0.38695	0.75962	0.57024	1	0.082469	0.40582	0.56483	0.87206	0.68487	0.9992
ZKSCAN1_P1P2	5	0.33465	1.2052	0.055154	0.35436	0.22811	0.99092	-0.001245	-0.0044746	0.99278	0.99884	0.99643	0.99985	0.060517	0.21723	0.89113	0.98836	0.82803	0.98355	-0.15239	-0.54205	0.26567	0.70336	0.58778	0.99956	0.20091	0.72294	0.14525	0.54252	0.46972	0.99993	-0.23292	-0.83661	0.08894	0.39948	0.40281	1	0.32984	1.1864	0.019925	0.16047	0.23546	1	-0.0041975	-0.015086	0.96824	0.9994	0.98796	0.9992
HES2_P2	5	-0.051785	-0.25953	0.64857	0.92018	0.79522	0.99959	-0.19596	-0.98031	0.17701	0.60275	0.32694	0.99985	0.084659	0.42388	0.80566	0.98205	0.67165	0.95247	-0.065203	-0.32106	0.6093	0.89715	0.74817	0.99956	-0.067253	-0.33693	0.67745	0.9093	0.73617	0.99993	-0.21736	-1.0894	0.10973	0.44354	0.27597	1	-0.021683	-0.10838	0.84926	0.97913	0.91369	1	0.10356	0.52032	0.46982	0.8335	0.60284	0.9992
TRIAP1_P1P2	5	0.28016	1.4865	0.10656	0.48433	0.13715	0.99092	-0.089814	-0.47624	0.53075	0.87068	0.6339	0.99985	-0.017823	-0.094476	0.81981	0.98603	0.92473	0.99846	-0.045932	-0.24289	0.70344	0.93781	0.80809	0.99956	0.15908	0.84387	0.24112	0.66008	0.39874	0.99993	-0.030485	-0.16171	0.84291	0.97057	0.87153	1	0.088689	0.47023	0.52036	0.8472	0.63819	1	0.028548	0.15141	0.84666	0.96976	0.87965	0.9992
MED18_P1P2	5	0.54364	1.4946	0.0011551	0.017857	0.13503	0.99092	-0.63994	-1.7475	0.00028877	0.0055866	0.080557	0.99985	0.42524	1.1678	0.06786	0.41844	0.24289	0.76637	-0.77427	-2.082	0	0	0.037338	0.99956	0.31975	0.87839	0.026567	0.23116	0.37973	0.99993	-0.8936	-2.4373	0	0	0.014797	1	0.57238	1.5727	0.00028877	0.0044248	0.11578	1	-0.94807	-2.5796	0	0	0.0098921	0.72886
ZNF575_P1P2	5	0.15217	1.6454	0.42478	0.83776	0.099896	0.99092	0.047397	0.51243	0.77014	0.96212	0.60835	0.99985	0.052661	0.56913	0.92174	0.98846	0.56927	0.92529	0.010864	0.11717	0.98556	0.99621	0.90672	0.99956	0.061618	0.66616	0.63355	0.89478	0.50531	0.99993	-0.011426	-0.12355	0.95091	0.9892	0.90167	1	0.029643	0.32035	0.85013	0.97913	0.7487	1	0.014394	0.15561	0.93156	0.99262	0.87634	0.9992
ZNF223_P1P2	5	-0.22226	-1.4794	0.15651	0.5785	0.13902	0.99092	0.0017175	0.01147	0.99076	0.99884	0.99085	0.99985	0.35182	2.3527	0.13254	0.57143	0.018638	0.29832	-0.17118	-1.123	0.2186	0.66696	0.26144	0.99956	-0.11741	-0.78258	0.4369	0.80459	0.43387	0.99993	0.08129	0.54414	0.53682	0.8716	0.58635	1	0.084538	0.56355	0.54548	0.86374	0.57306	1	-0.049278	-0.32886	0.71961	0.92812	0.74226	0.9992
HIST1H4F_ENST00000377745.2	5	0.16688	1.2172	0.37713	0.81762	0.22353	0.99092	0.077873	0.56791	0.62605	0.91279	0.5701	0.99985	0.11707	0.8533	0.69217	0.9546	0.39349	0.87909	0.07428	0.53976	0.64511	0.91076	0.58936	0.99956	-0.073483	-0.53561	0.64886	0.90056	0.59223	0.99993	-0.17321	-1.2628	0.20069	0.59862	0.20665	1	-0.11803	-0.85962	0.37597	0.74914	0.39	1	0.0038528	0.028091	0.99134	0.99971	0.97759	0.9992
CITED1_P1	5	0.045283	0.23058	0.88882	0.97529	0.81764	0.99959	-0.13607	-0.6918	0.34623	0.76369	0.48907	0.99985	0.16112	0.81975	0.54606	0.90165	0.41236	0.88202	-0.10679	-0.53715	0.42911	0.83063	0.59116	0.99956	-0.058538	-0.29774	0.72336	0.92367	0.7659	0.99993	0.094081	0.47999	0.46954	0.82883	0.63124	1	-0.20599	-1.0439	0.14207	0.53247	0.29655	1	0.041834	0.21305	0.77794	0.95026	0.83129	0.9992
UBE2B_P1P2	5	-0.21912	-0.91746	0.16084	0.58325	0.3589	0.99959	-0.11683	-0.49062	0.4112	0.8036	0.62369	0.99985	0.15963	0.67114	0.54952	0.90165	0.50213	0.91763	-0.0062076	-0.025496	0.92203	0.98723	0.97966	0.99956	-0.19013	-0.79645	0.20647	0.62609	0.42577	0.99993	0.0812	0.34335	0.53711	0.8716	0.73134	1	-0.21292	-0.887	0.12677	0.50286	0.37508	1	0.23565	0.99655	0.092983	0.41873	0.31898	0.9992
TBX6_P1P2	5	0.10967	0.25747	0.58966	0.89645	0.79682	0.99959	0.39918	0.94148	0.017904	0.17367	0.34646	0.99985	0.088776	0.20774	0.7918	0.97789	0.83543	0.98355	0.27311	0.63447	0.070459	0.4094	0.52578	0.99956	0.032795	0.076893	0.77534	0.94144	0.93871	0.99993	-0.039086	-0.091785	0.79122	0.95812	0.92687	1	0.12396	0.29021	0.35836	0.73973	0.77166	1	-0.22135	-0.51729	0.12792	0.48628	0.60495	0.9992
ZNF367_P1P2	5	-0.032542	-0.19261	0.73433	0.94268	0.84726	0.99959	-0.014159	-0.083811	0.92174	0.98946	0.93321	0.99985	-0.12136	-0.71808	0.47358	0.87932	0.47271	0.90242	0.065627	0.388	0.6942	0.93543	0.69801	0.99956	-0.10241	-0.60608	0.49668	0.82542	0.54446	0.99993	-0.082072	-0.48583	0.56194	0.88014	0.62709	1	-0.084065	-0.49744	0.51689	0.84463	0.61888	1	0.077983	0.46163	0.58533	0.88304	0.64435	0.9992
H3F3B_P1P2	5	-0.036701	-0.23822	0.71297	0.93864	0.81171	0.99959	-0.054163	-0.35157	0.71268	0.94528	0.72516	0.99985	0.056931	0.3694	0.90528	0.98836	0.71183	0.96362	-0.14081	-0.90957	0.30118	0.72835	0.36305	0.99956	-0.19083	-1.2379	0.20531	0.62544	0.21575	0.99993	-0.051988	-0.33761	0.72249	0.94273	0.73566	1	0.032471	0.21067	0.8328	0.9727	0.83315	1	-0.13373	-0.86778	0.35749	0.77357	0.38552	0.9992
ZNF217_P1	5	0.20651	0.92369	0.25585	0.70332	0.35565	0.99959	-0.13143	-0.58553	0.36327	0.78067	0.55819	0.99985	-0.03322	-0.14773	0.76465	0.97414	0.88256	0.99018	-0.39365	-1.7181	0.0089518	0.13025	0.085784	0.99956	-0.14706	-0.65471	0.32313	0.7325	0.51266	0.99993	-0.091043	-0.4066	0.51747	0.86757	0.68431	1	0.1307	0.58259	0.33497	0.72409	0.56017	1	-0.18719	-0.83322	0.19521	0.60411	0.40472	0.9992
ZSCAN5B_ENST00000586855.2	5	-0.18012	-0.7083	0.22841	0.67839	0.47876	0.99959	-0.04097	-0.16167	0.78487	0.97071	0.87157	0.99985	-0.21254	-0.83109	0.25758	0.74108	0.40592	0.88116	0.24413	0.94887	0.10251	0.48234	0.34269	0.99956	0.11469	0.45365	0.40312	0.78781	0.65008	0.99993	-0.26422	-1.0409	0.053133	0.31052	0.29791	1	-0.012363	-0.04858	0.90442	0.98895	0.96125	1	0.084078	0.33255	0.55472	0.86925	0.73947	0.9992
ZNF785_P1P2	5	-0.092483	-0.69295	0.48542	0.86873	0.48834	0.99959	-0.11822	-0.88582	0.40514	0.79897	0.37572	0.99985	0.07529	0.56407	0.83916	0.98747	0.57271	0.92563	-0.05838	-0.43576	0.63673	0.9089	0.66301	0.99956	-0.2161	-1.6184	0.15593	0.56133	0.10557	0.99993	-0.36017	-2.6978	0.0083742	0.093248	0.0069796	1	-0.048628	-0.36417	0.69391	0.92819	0.71573	1	-0.014248	-0.10679	0.91164	0.98904	0.91496	0.9992
ZNF623_P1P2	5	-0.071969	-0.58092	0.56079	0.88889	0.5613	0.99959	-0.023013	-0.18576	0.87901	0.98011	0.85263	0.99985	0.0030743	0.024812	0.89807	0.98836	0.9802	0.99846	-0.11489	-0.9261	0.3959	0.806	0.35439	0.99956	-0.1103	-0.89023	0.46318	0.80762	0.37334	0.99993	0.0092494	0.074671	0.93185	0.98807	0.94048	1	-0.098833	-0.79758	0.45163	0.81127	0.42511	1	0.021012	0.16962	0.89085	0.98062	0.86531	0.9992
TRIM8_P1P2	5	0.053453	0.31017	0.85042	0.97131	0.75643	0.99959	-0.044489	-0.25811	0.76552	0.96212	0.79632	0.99985	-0.02455	-0.14235	0.79093	0.97752	0.8868	0.99018	-0.038582	-0.22313	0.74386	0.95039	0.82343	0.99956	-0.062821	-0.36442	0.69968	0.91711	0.71554	0.99993	0.07714	0.44779	0.5553	0.87705	0.6543	1	0.12778	0.74126	0.3471	0.73333	0.45854	1	-0.15374	-0.89167	0.28992	0.71857	0.37257	0.9992
HDAC2_P1P2	5	0.039517	0.11987	0.9125	0.97924	0.90459	0.99959	-0.25164	-0.7599	0.085186	0.41608	0.44731	0.99985	0.091927	0.27818	0.77823	0.97414	0.78088	0.97378	0.11349	0.33916	0.46376	0.84161	0.73449	0.99956	-0.27544	-0.8309	0.071325	0.38402	0.40603	0.99993	-0.48344	-1.4576	0.00057753	0.0093023	0.14496	1	-0.19541	-0.58827	0.16142	0.57216	0.55635	1	-0.22443	-0.67802	0.12244	0.47059	0.49776	0.9992
ALKBH8_P1P2	5	-0.22029	-0.54581	0.15882	0.57895	0.5852	0.99959	0.45299	1.1347	0.0080855	0.10072	0.2565	0.99985	0.060439	0.14994	0.89142	0.98836	0.88081	0.99018	0.33997	0.83798	0.034652	0.30928	0.40204	0.99956	-0.018183	-0.045189	0.93936	0.98824	0.96396	0.99993	0.25583	0.6403	0.073636	0.36096	0.52198	1	0.27837	0.693	0.049379	0.30106	0.48831	1	0.34758	0.86919	0.010973	0.10188	0.38474	0.9992
RAD54L_P1P2	5	-0.14879	-0.47269	0.30292	0.75161	0.63644	0.99959	0.69282	2.205	0	0	0.027455	0.99985	-1.0598	-3.3517	0	0	0.00080318	0.069536	0.6897	2.1908	0.0046203	0.075117	0.028465	0.99956	-0.60264	-1.9114	0.00057753	0.011696	0.055953	0.99993	0.46653	1.4846	0.018481	0.17251	0.13765	1	-0.042874	-0.13617	0.7274	0.93643	0.89169	1	0.29573	0.94057	0.037828	0.25437	0.34693	0.9992
VDR_P1P2	5	-0.14122	-0.99396	0.3214	0.77131	0.32024	0.99959	0.092813	0.65425	0.55039	0.87753	0.51295	0.99985	-0.15426	-1.0841	0.38753	0.82697	0.27832	0.79753	0.011894	0.083242	0.9821	0.9959	0.93366	0.99956	-0.0032303	-0.022753	0.97776	0.99442	0.98185	0.99993	-0.019047	-0.13429	0.90788	0.9822	0.89317	1	-0.081561	-0.5735	0.52873	0.85242	0.56631	1	-0.094248	-0.66362	0.50707	0.84837	0.50693	0.9992
RARS_P1P2	5	1.1388	1.768	0	0	0.077065	0.99092	-0.12184	-0.18901	0.39503	0.79258	0.85008	0.99985	0.80853	1.255	0	0	0.20948	0.72908	-0.51083	-0.79064	0	0	0.42916	0.99956	0.66745	1.036	0	0	0.30018	0.99993	-0.48979	-0.7596	0.00057753	0.0093023	0.44749	1	1.0207	1.5845	0	0	0.11307	1	-1.0598	-1.6415	0	0	0.10069	0.9992
SHPRH_P1P2	5	0.69432	1.3999	0	0	0.16154	0.99092	0.13777	0.27543	0.37713	0.78391	0.78299	0.99985	0.27047	0.53992	0.26942	0.75178	0.58925	0.93305	-0.088173	-0.17368	0.49581	0.84249	0.86212	0.99956	0.22239	0.44497	0.11089	0.47232	0.65634	0.99993	0.164	0.32878	0.22495	0.62832	0.74232	1	0.52489	1.0521	0.0008663	0.012931	0.29274	1	-0.19153	-0.38084	0.18452	0.58356	0.70332	0.9992
MED31_P1P2	5	0.70608	1.6782	0	0	0.093314	0.99092	-0.5232	-1.2281	0.0008663	0.015075	0.21942	0.99985	0.52102	1.2349	0.020791	0.21884	0.21688	0.73779	-0.61248	-1.4139	0	0	0.15738	0.99956	0.57215	1.3586	0	0	0.17428	0.99993	-0.5318	-1.2507	0.00028877	0.0053191	0.21104	1	0.77878	1.8495	0	0	0.064391	1	-0.43643	-1.0256	0.0040427	0.046358	0.30506	0.9992
NEUROG3_P1P2	5	-0.13868	-0.91195	0.32919	0.7771	0.3618	0.99959	-0.11349	-0.74648	0.42651	0.81198	0.45538	0.99985	-0.27818	-1.8254	0.15767	0.62329	0.067948	0.4899	-0.070979	-0.46367	0.581	0.88982	0.64289	0.99956	-0.22335	-1.468	0.14467	0.54162	0.14211	0.99993	-0.17127	-1.127	0.20589	0.60629	0.25974	1	0.024093	0.1584	0.88449	0.98664	0.87414	1	-0.07482	-0.49221	0.59457	0.88443	0.62257	0.9992
TBX5_P1	5	-0.11054	-0.66522	0.42506	0.83776	0.50591	0.99959	-0.18921	-1.1377	0.1929	0.62233	0.25522	0.99985	0.16191	0.97534	0.54461	0.90165	0.32939	0.83768	-0.13742	-0.81339	0.31331	0.73759	0.416	0.99956	0.07994	0.48227	0.5423	0.84446	0.62962	0.99993	-0.11766	-0.70963	0.39359	0.77093	0.47793	1	-0.086592	-0.51969	0.50419	0.83983	0.60328	1	-0.15661	-0.94211	0.2801	0.70906	0.34614	0.9992
MDM2_P1P2	5	0.021193	0.11788	0.99047	0.99622	0.90617	0.99959	-0.18143	-1.0068	0.21195	0.64049	0.31401	0.99985	-0.071536	-0.39637	0.62403	0.92314	0.69184	0.95807	-0.2028	-1.1114	0.14987	0.57159	0.2664	0.99956	-0.34208	-1.8934	0.030321	0.24533	0.058309	0.99993	-0.37096	-2.0573	0.0063529	0.075085	0.039656	1	-0.019256	-0.10677	0.8637	0.98162	0.91497	1	-0.074125	-0.4119	0.59746	0.88443	0.68041	0.9992
